trackId,bundleId,trackName,primaryGenre,sellerName,country
1564419343,com.dreame.smarthome,Dreamehome,Utilities,"Dreame Innovation Technology (Suzhou) Co., Ltd.",us
1329458504,com.eco.global.app,ECOVACS HOME,Lifestyle,Ecovacs Robotics Inc.,us
1445966312,com.mideaclean.rc,eureka robot,Lifestyle,"Robozone Technology Co.,Ltd.",us
1271409097,com.sharkninja.shark,SharkClean,Lifestyle,SHARKNINJA OPERATING LLC,us
6443747952,com.hanyang.yarbo,Yarbo,Utilities,Yarbo Inc.,us
1479666601,com.lefant.lerobot,Le Robot,Lifestyle,"Shenzhen Lexin Aeromodelling Technology Co., Ltd.",us
1372538627,com.maytronics.Maytronics,MyDolphin Plus,Utilities,Maytronics ltd.,us
1587770267,com.matician.maticianapp,Matic Robots,Lifestyle,"Matician, Inc.",us
1563873038,com.smartwidgetlabs.robot,iVacuum Cleaner Robot Control,Utilities,SMART WIDGET LABS COMPANY LIMITED,us
1121468967,com.shenzhou.robotblue,Aelos,Entertainment,"Leju(Shenzhen) Robot Technology CO., Ltd",us
1509407909,com.yeedi.app,YEEDI,Lifestyle,YEEDI TECHNOLOGY LIMITED,us
1440552301,com.whalesbot.games,WhalesBot,Education,"WhalesBot Technology (Shanghai) Co., Ltd.",us
6453023647,com.keenon.mobile,Keenon Robotics,Utilities,Keenon,us
1592619725,com.mzzh.obode,obode Life,Lifestyle,"Robozone Technology Co.,Ltd.",us
1636748263,com.narwal.pita-global,Narwal Freo,Lifestyle,Yunjing Intelligence Innovation Shenzhen Co. Ltd.,us
6446014230,com.vacuum.cleaner.app,Robot Vacuum App,Reference,GloryskyX Studio LLC,us
1579835325,com.gaussian.gsbot,Gausium Mobile,Utilities,"Shanghai Gaussian Automation Technology Development Co., Ltd.",us
1129134602,com.keyitech.CellRobot.iOS,CellRobot,Entertainment,"Beijing KEYi Technology Co., Ltd.",us
6736671126,com.braincorp.tennantmobile,Tennant Robotics,Business,Brain Corp,us
6505017500,com.nilfiskrobotics.app,Nilfisk Robotics,Lifestyle,LIONSBOT INTERNATIONAL PTE. LTD.,us
1548416485,com.lge.companion.cloudStation,CLOi Station,Business,Bearrobotics Inc,us
1587102900,com.robint.robintQi,Robint,Lifestyle,Beijing Robint Technology Co. Ltd,us
982095901,com.wowwee.miposaur,MiPosaur,Entertainment,WowWee Group Limited,us
1619316618,com.aeolusbot.instant,Aeolus Instant,Utilities,Aeolus Robotics Inc,us
1614614463,cn.com.xiaojiatech.iswardApp,ISWARD-Robotic Lawn Mower,Lifestyle,"SHANGHAI XIAOJIA DATA & TECHONOLOGY CO.,LTD",us
1547425264,com.kingyears.whitehorse,robotic-mower connect,Lifestyle,"SHANGHAI SUNSEEKER ROBOTIC TECHNOLOGY CO., LTD.",us
6444430259,com.lge.companion.cloudStation.logi,CLOi Station for Logistics,Business,Bearrobotics Inc,us
6741397418,com.tarracor.tarrabotPro,TarraBot Pro,Utilities,Tarracor Robotics Limited,us
1561134103,com.HiWonder.WonderAi,WonderAi,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
1508972930,com.keyitech.Brain,ClicBot,Entertainment,"Beijing KEYi Technology Co., Ltd.",us
1290088340,UBTECH-Education.Alpha1XApp,Yanshee,Education,UBTECH ROBOTICS CORP,us
1534137552,guru.telematics.mobile.ios.fulcrum,Fulcrum Robotics,Business,Digital Matter Embedded CC,us
6740612570,com.robosen.bxblebeeEN,Robosen Flagship Bumblebee,Entertainment,Robosen Robotics,us
6463295465,com.sensorirobotics.sensorirobotcontroller,Sensori Robot Controller,Utilities,"Sensori Robotics, LLC",us
6746039279,com.booster.irobotics,Booster Robotics,Utilities,"Booster Robotics Technology Co., Ltd",us
6747660771,com.wxbionics.Humanpanion,Humanpanion,Utilities,"Mind with Heart Robotics Co., Ltd.",us
6740550607,com.qunyu.dobi.AIBotGo,AIBOTGO,Utilities,"Guangdong Qunyu Interactive Technology Co.,Ltd.",us
6738078206,com.hiwonder.mechdog,MechDog,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
1187570024,com.ubtechinc.Alexa,Lynx Robot,Utilities,UBTECH ROBOTICS CORP,us
1274030578,com.lejurobot.aelos1s,AELOS 1S,Utilities,"Leju(Shenzhen) Robot Technology CO., Ltd",us
6748243845,com.anki.cozmo2,Cozmo Robot,Entertainment,Digital Dream Labs LLC,us
1630318116,com.wyindustry.winnygo,WYBOT,Lifestyle,"WYBOTICS CO.,LTD",us
6743493059,com.limitbit.doly,Doly Robot,Utilities,Limitbit Technology Inc,us
6474955418,com.aiper.link,Aiper,Lifestyle,AIPER GLOBAL PTE. LTD.,us
1087713719,cn.inbot.TelaBotIPhone,PadBot Admin,Lifestyle,Guangzhou Yingbo Intelligent Technology Co.Ltd.,us
6463114235,com.sensetime.sensejupiterintl,SenseRobot Go,Utilities,"Shanghai SenseRobot Intelligent Technology Co., Ltd",us
1462598241,com.lobot.LobotBit,Wonderbit,Education,"Shenzhen Hiwonder Technology Co.,Ltd",us
1153466898,cc.robart.aicu.vacuum.xrobot,Xrobot App,Lifestyle,Robart GmbH,us
6747957904,com.aotbot.cleanerbot,AtBot,Utilities,"Hefei Aoting Intelligent Technology Co., Ltd.",us
861891386,com.hippotec.maytronics,MyDolphin,Utilities,Maytronics ltd.,us
6738808012,com.wyindustry.robopool,ROBO POOL,Utilities,"WYBOTICS CO.,LTD",us
